period,respondent-name,type-name,value,value-units
2023-01-05T23,"Duke Energy Florida, Inc.",Coal,-8,megawatthours
2023-01-05T23,Southwest Power Pool,Hydro,987,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Other,72,megawatthours
2023-01-05T23,PacifiCorp East,Coal,3670,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Coal,25882,megawatthours
2023-01-05T23,Portland General Electric Company,Other,7,megawatthours
2023-01-05T23,Duke Energy Carolinas,Solar,5,megawatthours
2023-01-05T23,Florida Power & Light Co.,Nuclear,3743,megawatthours
2023-01-05T23,Mid-Atlantic,Other,1899,megawatthours
2023-01-05T23,United States Lower 48,Wind,34187,megawatthours
2023-01-05T23,Tampa Electric Company,Coal,0,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Coal,5454,megawatthours
2023-01-05T23,California Independent System Operator,Petroleum,80,megawatthours
2023-01-05T23,Western Area Power Administration - Desert Southwest Region,Hydro,220,megawatthours
2023-01-05T23,JEA,Coal,541,megawatthours
2023-01-05T23,PacifiCorp East,Wind,1992,megawatthours
2023-01-05T23,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-05T23,California Independent System Operator,Hydro,1559,megawatthours
2023-01-05T23,Imperial Irrigation District,Natural gas,77,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Other,207,megawatthours
2023-01-05T23,Idaho Power Company,Hydro,566,megawatthours
2023-01-05T23,Texas,Other,207,megawatthours
2023-01-05T23,United States Lower 48,Coal,84144,megawatthours
2023-01-05T23,Carolinas,Other,1254,megawatthours
2023-01-05T23,Central,Hydro,1423,megawatthours
2023-01-05T23,Arizona Public Service Company,Other,26,megawatthours
2023-01-05T23,ISO New England,Wind,98,megawatthours
2023-01-05T23,"Associated Electric Cooperative, Inc.",Coal,2113,megawatthours
2023-01-05T23,Mid-Atlantic,Wind,5183,megawatthours
2023-01-05T23,JEA,Other,3,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Coal,236,megawatthours
2023-01-05T23,California Independent System Operator,Solar,4882,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Solar,270,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Coal,3676,megawatthours
2023-01-05T23,"Dominion Energy South Carolina, Inc.",Solar,8,megawatthours
2023-01-05T23,New York,Petroleum,604,megawatthours
2023-01-05T23,Bonneville Power Administration,Natural gas,929,megawatthours
2023-01-05T23,"Dominion Energy South Carolina, Inc.",Coal,387,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Solar,4,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Natural gas,42132,megawatthours
2023-01-05T23,New York Independent System Operator,Wind,85,megawatthours
2023-01-05T23,Tucson Electric Power,Natural gas,363,megawatthours
2023-01-05T23,Western Area Power Administration - Rocky Mountain Region,Coal,3018,megawatthours
2023-01-05T23,New York Independent System Operator,Petroleum,604,megawatthours
2023-01-05T23,Northwest,Petroleum,58,megawatthours
2023-01-05T23,Southwestern Power Administration,Other,231,megawatthours
2023-01-05T23,Idaho Power Company,Natural gas,301,megawatthours
2023-01-05T23,Duke Energy Carolinas,Nuclear,7377,megawatthours
2023-01-05T23,Arizona Public Service Company,Coal,751,megawatthours
2023-01-05T23,PUD No. 1 of Douglas County,Hydro,414,megawatthours
2023-01-05T23,New England,Other,618,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Wind,3298,megawatthours
2023-01-05T23,"NaturEner Power Watch, LLC",Wind,4,megawatthours
2023-01-05T23,Texas,Natural gas,21389,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-05T23,PacifiCorp West,Wind,167,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Coal,849,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Hydro,0,megawatthours
2023-01-05T23,Central,Natural gas,11474,megawatthours
2023-01-05T23,Duke Energy Progress West,Solar,8,megawatthours
2023-01-05T23,Florida Power & Light Co.,Other,2714,megawatthours
2023-01-05T23,Public Service Company of New Mexico,Natural gas,581,megawatthours
2023-01-05T23,California Independent System Operator,Other,-509,megawatthours
2023-01-05T23,Portland General Electric Company,Hydro,163,megawatthours
2023-01-05T23,Nevada Power Company,Natural gas,2756,megawatthours
2023-01-05T23,PacifiCorp West,Solar,85,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Wind,103,megawatthours
2023-01-05T23,California,Coal,603,megawatthours
2023-01-05T23,Seattle City Light,Hydro,347,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Natural gas,1258,megawatthours
2023-01-05T23,Southeast,Other,340,megawatthours
2023-01-05T23,Imperial Irrigation District,Solar,206,megawatthours
2023-01-05T23,Florida,Hydro,36,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Natural gas,643,megawatthours
2023-01-05T23,United States Lower 48,Solar,13655,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Coal,600,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Nuclear,129,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Other,645,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Petroleum,329,megawatthours
2023-01-05T23,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,174,megawatthours
2023-01-05T23,Arizona Public Service Company,Natural gas,849,megawatthours
2023-01-05T23,Western Area Power Administration - Rocky Mountain Region,Solar,66,megawatthours
2023-01-05T23,Central,Petroleum,0,megawatthours
2023-01-05T23,Bonneville Power Administration,Hydro,6836,megawatthours
2023-01-05T23,Avista Corporation,Wind,75,megawatthours
2023-01-05T23,Southwest Power Pool,Wind,4230,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-05T23,Tucson Electric Power,Coal,751,megawatthours
2023-01-05T23,PacifiCorp West,Hydro,448,megawatthours
2023-01-05T23,ISO New England,Coal,2,megawatthours
2023-01-05T23,Southwest,Other,32,megawatthours
2023-01-05T23,Midwest,Nuclear,11589,megawatthours
2023-01-05T23,Mid-Atlantic,Petroleum,329,megawatthours
2023-01-05T23,Idaho Power Company,Other,48,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Hydro,129,megawatthours
2023-01-05T23,Duke Energy Progress East,Coal,-22,megawatthours
2023-01-05T23,New York,Solar,0,megawatthours
2023-01-05T23,Tennessee Valley Authority,Solar,61,megawatthours
2023-01-05T23,ISO New England,Other,618,megawatthours
2023-01-05T23,Seminole Electric Cooperative,Solar,0,megawatthours
2023-01-05T23,Turlock Irrigation District,Hydro,1,megawatthours
2023-01-05T23,Midwest,Natural gas,28616,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Coal,0,megawatthours
2023-01-05T23,California Independent System Operator,Natural gas,13653,megawatthours
2023-01-05T23,Duke Energy Progress East,Solar,13,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Solar,106,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Natural gas,700,megawatthours
2023-01-05T23,Nevada Power Company,Wind,88,megawatthours
2023-01-05T23,Florida Power & Light Co.,Natural gas,11496,megawatthours
2023-01-05T23,Arizona Public Service Company,Petroleum,0,megawatthours
2023-01-05T23,PacifiCorp West,Other,40,megawatthours
2023-01-05T23,PacifiCorp East,Hydro,39,megawatthours
2023-01-05T23,Texas,Wind,3298,megawatthours
2023-01-05T23,New York Independent System Operator,Coal,0,megawatthours
2023-01-05T23,Florida Power & Light Co.,Solar,93,megawatthours
2023-01-05T23,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-05T23,NorthWestern Corporation,Solar,0,megawatthours
2023-01-05T23,Southeast,Wind,0,megawatthours
2023-01-05T23,Central,Coal,11842,megawatthours
2023-01-05T23,Florida,Nuclear,3872,megawatthours
2023-01-05T23,Florida,Solar,146,megawatthours
2023-01-05T23,United States Lower 48,Other,9994,megawatthours
2023-01-05T23,Midwest,Wind,10788,megawatthours
2023-01-05T23,Duke Energy Carolinas,Natural gas,2252,megawatthours
2023-01-05T23,Tennessee,Petroleum,0,megawatthours
2023-01-05T23,Portland General Electric Company,Natural gas,665,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Natural gas,758,megawatthours
2023-01-05T23,City of Tallahassee,Solar,4,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Solar,42,megawatthours
2023-01-05T23,Mid-Atlantic,Coal,12855,megawatthours
2023-01-05T23,"Duke Energy Florida, Inc.",Coal,-8,megawatthours
2023-01-05T23,Southwest Power Pool,Hydro,987,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Other,72,megawatthours
2023-01-05T23,PacifiCorp East,Coal,3670,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Coal,25882,megawatthours
2023-01-05T23,Portland General Electric Company,Other,7,megawatthours
2023-01-05T23,Duke Energy Carolinas,Solar,5,megawatthours
2023-01-05T23,Florida Power & Light Co.,Nuclear,3743,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Petroleum,0,megawatthours
2023-01-05T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2966,megawatthours
2023-01-05T23,Florida,Coal,1727,megawatthours
2023-01-05T23,Idaho Power Company,Solar,18,megawatthours
2023-01-05T23,Balancing Authority of Northern California,Other,16,megawatthours
2023-01-05T23,New England,Wind,98,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Other,340,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Solar,32,megawatthours
2023-01-05T23,"Gridforce Energy Management, LLC",Wind,383,megawatthours
2023-01-05T23,Central,Nuclear,2039,megawatthours
2023-01-05T23,New England,Solar,0,megawatthours
2023-01-05T23,California,Other,155,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Natural gas,2160,megawatthours
2023-01-05T23,Tennessee Valley Authority,Hydro,2930,megawatthours
2023-01-05T23,Duke Energy Progress West,Other,180,megawatthours
2023-01-05T23,United States Lower 48,Petroleum,1082,megawatthours
2023-01-05T23,"Gridforce Energy Management, LLC",Natural gas,1197,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Wind,56,megawatthours
2023-01-05T23,Public Service Company of Colorado,Petroleum,0,megawatthours
2023-01-05T23,Balancing Authority of Northern California,Hydro,597,megawatthours
2023-01-05T23,Duke Energy Progress East,Petroleum,11,megawatthours
2023-01-05T23,ISO New England,Coal,2,megawatthours
2023-01-05T23,Southwest,Other,32,megawatthours
2023-01-05T23,Midwest,Nuclear,11589,megawatthours
2023-01-05T23,Mid-Atlantic,Petroleum,329,megawatthours
2023-01-05T23,Idaho Power Company,Other,48,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Hydro,129,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Wind,3298,megawatthours
2023-01-05T23,"NaturEner Power Watch, LLC",Wind,4,megawatthours
2023-01-05T23,Texas,Natural gas,21389,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-05T23,PacifiCorp West,Wind,167,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Coal,849,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Hydro,0,megawatthours
2023-01-05T23,Central,Natural gas,11474,megawatthours
2023-01-05T23,Duke Energy Progress West,Solar,8,megawatthours
2023-01-05T23,Florida Power & Light Co.,Other,2714,megawatthours
2023-01-05T23,Public Service Company of New Mexico,Natural gas,581,megawatthours
2023-01-05T23,California Independent System Operator,Other,-509,megawatthours
2023-01-05T23,Portland General Electric Company,Hydro,163,megawatthours
2023-01-05T23,Nevada Power Company,Natural gas,2756,megawatthours
2023-01-05T23,PacifiCorp West,Solar,85,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Wind,103,megawatthours
2023-01-05T23,California,Coal,603,megawatthours
2023-01-05T23,Seattle City Light,Hydro,347,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Natural gas,1258,megawatthours
2023-01-05T23,Southeast,Other,340,megawatthours
2023-01-05T23,Imperial Irrigation District,Solar,206,megawatthours
2023-01-05T23,Florida,Hydro,36,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Natural gas,643,megawatthours
2023-01-05T23,United States Lower 48,Solar,13655,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Coal,600,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Nuclear,129,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Other,645,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Petroleum,329,megawatthours
2023-01-05T23,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,174,megawatthours
2023-01-05T23,Arizona Public Service Company,Natural gas,849,megawatthours
2023-01-05T23,Western Area Power Administration - Rocky Mountain Region,Solar,66,megawatthours
2023-01-05T23,Central,Petroleum,0,megawatthours
2023-01-05T23,Bonneville Power Administration,Hydro,6836,megawatthours
2023-01-05T23,Avista Corporation,Wind,75,megawatthours
2023-01-05T23,Southwest Power Pool,Wind,4230,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-05T23,Tucson Electric Power,Coal,751,megawatthours
2023-01-05T22,Tampa Electric Company,Solar,108,megawatthours
2023-01-05T22,Bonneville Power Administration,Nuclear,1156,megawatthours
2023-01-05T22,Texas,Solar,8668,megawatthours
2023-01-05T22,JEA,Petroleum,0,megawatthours
2023-01-05T22,Nevada Power Company,Petroleum,0,megawatthours
2023-01-05T22,Duke Energy Progress West,Other,179,megawatthours
2023-01-05T22,Los Angeles Department of Water and Power,Natural gas,712,megawatthours
2023-01-05T22,Mid-Atlantic,Solar,35,megawatthours
2023-01-05T22,Tennessee,Wind,0,megawatthours
2023-01-05T22,Arizona Public Service Company,Petroleum,0,megawatthours
2023-01-05T22,Western Area Power Administration - Rocky Mountain Region,Hydro,442,megawatthours
2023-01-05T22,Los Angeles Department of Water and Power,Other,218,megawatthours
2023-01-05T22,Southwest Power Pool,Solar,144,megawatthours
2023-01-05T22,South Carolina Public Service Authority,Natural gas,796,megawatthours
2023-01-05T22,Balancing Authority of Northern California,Solar,15,megawatthours
2023-01-05T22,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-05T22,Arizona Public Service Company,Hydro,0,megawatthours
2023-01-05T22,ISO New England,Hydro,1472,megawatthours
2023-01-05T22,Mid-Atlantic,Petroleum,332,megawatthours
2023-01-05T22,Tennessee Valley Authority,Coal,2173,megawatthours
2023-01-05T22,Tampa Electric Company,Coal,0,megawatthours
2023-01-05T22,Central,Natural gas,10624,megawatthours
2023-01-05T22,Balancing Authority of Northern California,Natural gas,683,megawatthours
2023-01-05T22,PacifiCorp East,Wind,2029,megawatthours
2023-01-05T22,Idaho Power Company,Hydro,556,megawatthours
2023-01-05T22,Southwestern Power Administration,Hydro,84,megawatthours
2023-01-05T22,New England,Wind,84,megawatthours
2023-01-05T22,Carolinas,Hydro,504,megawatthours
2023-01-05T22,South Carolina Public Service Authority,Hydro,85,megawatthours
2023-01-05T22,Duke Energy Progress East,Hydro,77,megawatthours
2023-01-05T22,Arizona Public Service Company,Coal,754,megawatthours
2023-01-05T22,Florida Municipal Power Pool,Petroleum,0,megawatthours
2023-01-05T22,Public Service Company of New Mexico,Coal,402,megawatthours
2023-01-05T22,"Electric Reliability Council of Texas, Inc.",Wind,2784,megawatthours
2023-01-05T22,New York Independent System Operator,Solar,0,megawatthours
2023-01-05T22,Public Service Company of New Mexico,Other,5,megawatthours
2023-01-05T22,Southeast,Natural gas,11256,megawatthours
2023-01-05T22,"Gridforce Energy Management, LLC",Solar,51,megawatthours
2023-01-05T22,New York Independent System Operator,Petroleum,601,megawatthours
2023-01-05T22,Western Area Power Administration - Desert Southwest Region,Wind,332,megawatthours
2023-01-05T22,"New Harquahala Generating Company, LLC",Natural gas,-5,megawatthours
2023-01-05T22,Florida,Other,3383,megawatthours
2023-01-05T22,South Carolina Public Service Authority,Other,68,megawatthours
2023-01-05T22,Tennessee,Nuclear,8216,megawatthours
2023-01-05T22,Duke Energy Carolinas,Coal,1474,megawatthours
2023-01-05T22,Florida,Coal,1620,megawatthours
2023-01-05T22,Tampa Electric Company,Natural gas,1927,megawatthours
2023-01-05T22,Portland General Electric Company,Natural gas,615,megawatthours
2023-01-05T22,ISO New England,Wind,84,megawatthours
