Date,location,operator,planeType,Dead,Aboard,Ground,,,
10/29/32,"Ramsgate, England",Deutsche Lufthansa,Junkers W-33,2,2,0,,,
11/2/32,"Echterpfuhl, Germany",Deutsche Lufthansa,Junkers F-13,5,5,0,,,
11/25/32,"Marianna, Arkansas",Hunter Airways,Travel Air 6000,2,2,0,,,
12/14/32,"Rocky Ridge, Colorado",Boeing Air Transport,Boeing 40,1,1,0,,,
12/14/32,"Amarillo, Texas",Trans Continental and Western Air,Ford 5,2,2,0,,,
12/26/32,"Wau, Australia",Guinea Airways,De Havilland DH-60,2,2,0,,,
1/10/33,Algiers,Aeropostale,CAMS 53,1,1,0,,,
1/14/33,"Newark, New Jersey",Eastern Air Transport,Curtiss Condor 18,2,2,0,,,
1/20/33,"Bourne, Texas",American Airways,Stearman 4,1,1,0,,,
1/20/33,"Marietta, Georgia",American Airways,Stearman 4,1,1,0,,,
1/24/33,"Eugene, Oregon",Pacific Air Transport,Ford 5-AT-D,1,3,0,,,
3/11/33,"Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,2,2,0,,,
3/25/33,"Hayward, California",Varney Airlines,Lockheed Orion 9,3,3,11,,,
3/28/33,"Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,15,15,0,,,
4/3/33,"Hemkenrode, Germany",Deutsche Lufthansa,Junkers F-13,1,2,0,,,
4/4/33,"Off Barnegat, New Jersey",Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),73,76,0,,,
4/23/33,"Near Castrovillari, Calabria, Italy",Air Orient,Cams 53-1,5,8,0,,,
4/29/33,"Traunstein, Germany",Eurasia,Junkers W-34,4,4,0,,,
5/9/33,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,6,6,0,,,
6/2/33,"Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,1,1,0,,,
6/11/33,"Glenview, Illinois",Palwaukee,Sikorsky S-38B (flying boat),9,9,0,,,
7/18/33,Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat),6,6,0,,,
8/29/33,"Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5,5,0,,,
9/12/33,"Near Ljubljana, Yugoslavia",Aeroput,Farman F-306,8,8,0,,,
10/10/33,"Chesterton, Indiana",United Air Lines,Boeing 247-D,10,10,0,,,
10/31/33,"Etobon, France",Air France,Farman F-301,2,2,0,,,
11/9/33,"Portland, Oregon",United Air Lines,Boeing 247,4,9,NA,,,
11/10/33,"Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,1,1,0,,,
11/20/33,"Near Tsinan, China",China National Aviation Corporation,Sinson,8,8,NA,,,
11/21/33,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,14,20,0,,,
11/24/33,"Wedron, Illinois",National Air Transport,Boeing 247,2,2,0,,,
12/11/33,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,6,10,0,,,
12/14/33,"Eshowe, South Africa",Union Airways,Junkers W-34,4,6,0,,,
12/30/33,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,10,10,0,,,
1/15/34,"Corbigny, France",Air France,Dewoitine D-332,14,14,0,,,
1/20/34,"Carombe, France",Air France,Breguet 280T,2,2,0,,,
2/23/34,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8,8,0,,,
2/26/34,"Rio de Oro, Morocco",Air France,Lat????co????re 28,1,6,0,,,
3/6/34,"Petersburg, Illinois",American Airways,Fairchild Pilgrim 100A,4,4,0,,,
3/10/34,"Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,5,6,0,,,
3/22/34,"Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,3,15,0,,,
4/10/34,"Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,3,3,0,,,
5/9/34,English Channel,Air France,Wibault 282T-12,6,6,0,,,
5/31/34,"Croydon, England",Air France,Liore-et-Olivier 213,2,2,0,,,
6/9/34,"Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,7,7,0,,,
6/11/34,"Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,5,10,0,,,
6/22/34,"Chausseehausen, Germany",Deutsche Lufthansa,Dornier Merkur,1,7,0,,,
6/23/34,"Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,1,1,0,,,
7/9/34,"San Bernardino, California",United Air Services,Lockheed Vega,3,4,0,,,
7/27/34,"Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,12,12,0,,,
8/5/34,"Bahia, Brazil",Air France,Latecoere 26,2,2,0,,,
8/10/34,"Ningbo, China",China National Aviation Corporation,Sikorsky S-38B,NA,NA,NA,,,
8/31/34,"Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5,5,0,,,
10/2/34,English Channel,Hillman Airways,de havilland 89 Dragon Rapide,7,7,0,,,
10/3/34,"Near Winton, Australia",Qantas,de Havilland DH-50A,3,3,0,,,
10/19/34,"Bass Strait, Australia",Holyman Airways,de Havilland DH-86,11,11,0,,,
11/2/34,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,2,4,0,,,
11/15/34,"Near Longreach, Australia",Qantas,de Havilland DH-86,4,4,0,,,
11/15/34,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2,2,0,,,
12/7/34,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3,3,0,,,
12/8/34,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1,1,0,,,
12/10/34,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,4,8,0,,,
12/20/34,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7,7,0,,,
12/22/34,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1,1,0,,,
1/26/35,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1,1,0,,,
1/31/35,"Stettin, Germany",Deruluft,Junkers JU-52/3m,11,11,0,,,
3/7/35,"Schievelbein, Germany",Deruluft,Rochrbach Roland,3,NA,0,,,
3/15/35,"El Arish, Egypt",Misrair,de Havilland Dragon 1,3,6,0,,,
3/29/35,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5,5,0,,,
4/1/35,"Beauvais, France",Air France,Farman F-300,1,3,0,,,
4/6/35,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7,7,0,,,
5/1/35,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1,1,0,,,
5/6/35,"Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,5,14,0,,,
5/18/35,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,3,12,0,,,
5/18/35,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50,50,2,,,
5/27/35,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,1,1,0,,,
5/28/35,"Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2,2,0,,,
5/29/35,"San Barbra, Honduras",?,?,6,9,0,,,
6/24/35,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,17,20,0,,,
7/14/35,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,6,20,0,,,
7/19/35,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2,2,0,,,
7/20/35,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13,13,0,,,
8/13/35,"Hangow, China",China National Aviation Corporation,Sikorsky S-38B,NA,NA,NA,,,
8/14/35,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4,4,0,,,
8/15/35,"Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",3,3,0,,,
8/15/35,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2,2,0,,,
9/1/35,"Burbank, California",Western Air Express,Boeing 247,3,3,0,,,
9/13/35,"Near Tambo, Panama",Panama Airways,Ford Tri-Motor,8,8,0,,,
10/2/35,"Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,5,5,0,,,
10/7/35,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12,12,0,,,
10/9/35,Gulf of Finland,Aero O-Y,Junkers F-13,6,6,0,,,
10/21/35,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,1,6,0,,,
10/30/35,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4,4,0,,,
11/2/35,"Off Nhambupe, Brazil",Air France,Lat????co????re 28-1,4,4,0,,,
11/9/35,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1,1,0,,,
11/9/35,"Near Juticalpa, Honduras",TACA,Ford Tri-Motor,14,14,0,,,
11/11/35,"Istres, France",Air France,Latecoere 28,3,3,0,,,
12/4/35,"Tours, France",Air Bleu,Caudron C-630 Simoun,1,2,0,,,
12/10/35,"Croydon, England",Sabena,Savoia-Marchetti SM73,11,11,0,,,
12/24/35,"Breslau, Germany",Deutsche Lufthansa,Heinkel He-70,3,3,0,,,
12/31/35,"Off Alexandria, Egypt",Imperial Airways,Short Calcutta,12,13,0,,,
1/14/36,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17,17,0,,,
1/17/36,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13,13,0,,,
1/21/36,"Off Ajaccio, Corsica, France",Air France,CAMS 53,6,6,0,,,
1/29/36,"Denton, Texas",American Airlines,Vultee V-1,1,6,0,,,
2/10/36,Atlantic Ocean,Air France,Latecoere 301 (flying boat),6,6,0,,,
2/15/36,South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal,4,4,0,,,
3/5/36,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,0,6,0,,,
3/26/36,"Amemeca, Mexico",Compania de Mexico,Ford 5-AT-B Tri Motor,14,14,0,,,
4/1/36,"Pavillon, New York",American Airlines,Stinson Model A,2,2,0,,,
4/7/36,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13,15,0,,,
4/11/36,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A,3,25,0,,,
4/15/36,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7,7,0,,,
4/17/36,Switzerland,Deutsche Lufthansa,Junkers JU-52,3,5,0,,,
4/21/36,"Senlis, France",Sabena,Fokker F-VII,2,2,0,,,
4/30/36,"Basel, Switzerland",Swissair,General Aviation GA-43,2,2,0,,,
5/16/36,"Mount Waverley, Australia",Holyman Airways,De Havilland DH-60,2,2,0,,,
6/9/36,"Malmo, Sweden",A B Aerotransport,Fokker F-XXII,1,15,0,,,
6/13/36,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,1,6,0,,,
6/16/36,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,7,7,0,,,
7/31/36,"Off Channel Islands, Jersey",Guernsey Airways,Saro Cloud,7,7,0,,,
8/2/36,"Mazamet, France",Air France,Wibault 280,3,3,0,,,
8/3/36,Mexico,Mexicana,Lockheed Orion,1,1,0,,,
8/5/36,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8,8,0,,,
8/6/36,"Choco, Colombia",SCADTA,Junkers F-13,2,2,0,,,
8/12/36,"Altenkirchen, Germany",British Airways,De Havilland DH-86,2,2,0,,,
8/22/36,"Mirabella, Greece",Imperial Airways,Short Kent,2,11,0,,,
9/5/36,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Stinson SM 6000B,10,11,0,,,
9/25/36,English Channel,Imperial Airways,Boulton and Paul P-71,2,2,0,,,
9/28/36,"Benghazi, Libya",Ala Littoria SA,Cant Z-506 (float plane),9,10,0,,,
9/28/36,"Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,3,3,0,,,
9/29/36,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,4,4,0,,,
10/6/36,Mexico,Mexicana,Lockheed Orion,1,1,0,,,
10/9/36,?,North Sea Aerial and General Transport,Blackburn B-2,1,1,0,,,
11/1/36,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,11,15,0,,,
11/17/36,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,4,16,0,,,
11/19/36,"London, England",British Airways,Fokker F-XII,2,4,0,,,
12/4/36,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,6,6,0,,,
12/6/36,Near Moscow,Deruluft,Antonov AN-9,9,14,0,,,
12/7/36,"Off Dakar, French West Africa",Air France,Lat????co????re 300,5,5,0,,,
12/9/36,"Croydon, England",KLM Royal Dutch Airlines,Douglas DC-2-115E,15,17,0,,,
12/15/36,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,7,7,0,,,
12/18/36,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,2,2,0,,,
12/19/36,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,14,14,0,,,
12/23/36,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,6,6,0,,,
12/26/36,"Nanking, China",China National Aviation Corporation,Douglas DC-2,NA,NA,NA,,,
12/27/36,"Newhall, California",United Air Lines,Boeing 247-D,12,12,0,,,
1/11/37,"Near Playa V icente, Veracruz, Mexico",Mexicana,Lockheed 10E Electra,9,9,0,,,
1/12/37,"Near Newhall, California",Western Air Express,Boeing 247B,5,13,0,,,
1/26/37,"Oran, Algeria",Sabena,Sabca S-73,12,12,0,,,
2/9/37,"Off San Francisco, California",United Air Lines,Douglas DC-3A,11,11,0,,,
2/19/37,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,5,7,0,,,
3/12/37,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,4,4,0,,,
3/24/37,"Near Ouroux, France",Imperial Airways,Short  S-23 (flying boat),5,6,0,,,
3/25/37,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13,13,0,,,
3/26/37,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,2,6,0,,,
5/6/37,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Zeppelin LZ-129,35,97,1,,,
5/20/37,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,4,4,0,,,
6/2/37,Chile,Linea Aerea Nacional de Chile,Sirkorsky S-43 (flying boat),9,9,0,,,
7/2/37,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,2,2,0,,,
7/28/37,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,15,15,0,,,
8/2/37,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,9,9,0,,,
8/3/37,"Off Cristobal, Panama",Pan American Grace Airways,Sikorsky S-43,14,14,0,,,
8/8/37,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,3,11,0,,,
8/10/37,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,4,9,0,,,
8/23/37,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,3,3,0,,,
8/27/37,"Wau, Australia",Guinea Airways,Stinson SR-7 Reliant,1,2,0,,,
10/1/37,"Phaleron Bay, Greece",Imperial Airways,Short Empire Flying Boat,2,14,0,,,
10/6/37,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,4,11,0,,,
10/17/37,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,19,19,0,,,
10/26/37,Off Western Africa,Air France,Dewoitine D-333,6,6,0,,,
11/12/37,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,10,12,0,,,
11/16/37,"Ostende, Belgium",Sabena,Junkers JU-52/3m,11,11,0,,,
11/26/37,"Croydon, London",Deutsche Lufthansa,Junkers JU-52,3,3,0,,,
12/5/37,"Brindisi Harbor, Italy",Imperial Airways,Short Empire Flying Boat,2,19,0,,,
12/8/37,"Saint Sauveur, France",Air France,Potez 621,2,7,0,,,
12/24/37,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,3,3,0,,,
1/4/38,"Frankfurt, Germany",Deutsche Lufthansa,Junkers JU-52/3m,6,6,0,,,
1/10/38,"Bozeman, Montana",Northwest Orient Airlines,Lockheed 14H Super Electra,10,10,0,,,
1/11/38,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),7,7,0,,,
1/12/38,"North Pine, Ontario, Canada",General Airways,Stinson Reliant,1,1,0,,,
2/2/38,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,11,14,0,,,
2/5/38,"Kandalaksha, Russia",TsAGI,V6 (airship),13,19,0,,,
2/9/38,"Marseille, France",Air France,Lior????-et-Olivier H-242,8,12,0,,,
2/9/38,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,2,2,0,,,
2/13/38,Mediterranean Sea,Ala Littoria SA,Cant Z-506,14,14,0,,,
2/22/38,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,3,3,0,,,
3/1/38,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,9,9,0,,,
3/7/38,"Datia, India",Air France,Potez 621,7,7,0,,,
3/8/38,"Somerton, Australia",Australian National Airways,De Havilland DH-60,1,1,0,,,
3/23/38,"Corsavy, France",Air France,Dewoitine D-338,8,8,0,,,
4/30/38,"Near Formia, Italy",Ala Littoria,Junkers JU-52,19,19,0,,,
5/5/38,"Balbuena, Mexico",Lineas A????reas Mineras,Lockheed Vega 5B,1,6,0,,,
5/10/38,"Mangere, New Zealand",United Airways of New Zealand,Lockheed 10 Electra,2,2,0,,,
5/16/38,"Near Saugus, California",Northwest Orient Airlines,Lockheed 14-H2 Super Electra,9,9,0,,,
5/22/38,"Sao Paulo, Brazil",Cruzeiro do Sul,Junkers JU-52/3m,2,17,0,,,
5/24/38,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,10,10,0,,,
5/27/38,Germany,Deutsche Lufthansa,Heinkel 116,3,3,0,,,
5/27/38,"Alberno Canal, BC, Canada",Ginger Coote Airways,Fairchild 51,1,1,0,,,
6/8/38,Tanganyika,Wilson Airways,De Havilland DH-85,3,3,0,,,
6/19/38,"Mount  Mercedario, Chile",Pan American Grace Airways,Douglas DC-2,4,4,0,,,
7/8/38,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,10,10,0,,,
7/14/38,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,20,20,0,,,
7/22/38,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,14,14,0,,,
7/24/38,Near Bogota Colombia,Military - Colombian Army,Curtiss-Wright Hawk,1,1,52,,,
7/27/38,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,4,4,0,,,
7/29/38,Pacific Ocean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),15,15,0,,,
8/10/38,"Debrecen, Hungary",Magyar Legiforagalmi,Ford Tri-motor F-VIII,12,12,0,,,
8/10/38,"Shishijima, Japan",Dai Nippon,Douglas DF-151,6,6,0,,,
8/12/38,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,Lockheed 10E Electra,11,11,0,,,
8/13/38,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,16,17,0,,,
8/15/38,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,9,9,0,,,
8/18/38,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Electra,7,7,0,,,
8/18/38,"Montnago, Italy",Macchi,Macchi C-94,15,15,0,,,
8/24/38,"Tokyo, Japan",Japan Air / Japan Flying School,Unknown / Unknown,5,5,53,,,
8/24/38,"Wangmoon, China",China National Aviation Corporation,Douglas DC-2,14,17,0,,,
8/29/38,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,5,9,0,,,
8/29/38,"Near Tucumcari, New Mexico",Transcontinental &Western Air,Ford Tri-motor,5,5,0,,,
10/1/38,"Off Bathurst, Gambia",Deutsche Lufthansa,Dornier DO.18,4,4,0,,,
10/1/38,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,14,14,0,,,
10/10/38,"Soest, Germany",Sabena,Savbia-Marchetti  S-73P,20,20,0,,,
10/25/38,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,18,18,0,,,
11/2/38,"Somerset, England",British Airways,Lockheed 14 Electra,2,2,0,,,
11/4/38,"Channel Islands, Jersey",Jersey Airways,de Havilland DH-86,14,14,1,,,
11/14/38,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,6,19,0,,,
11/18/38,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,2,2,0,,,
11/26/38,"Bathurst, Gambia",Deutsche Lufthansa,Junkers JU90V2,11,15,0,,,
11/27/38,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,4,6,0,,,
11/29/38,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,5,7,0,,,
12/2/38,"Mexico City, Mexico",Mexicana,Lockheed 10E Electra,8,8,0,,,
12/8/38,East China Sea,Japan Aviation Corporation,Nakajima A-T2,10,15,0,,,
12/8/38,"Off Kubashima, Japan",Japan Aviation Corporation,Nakajima DC-2,10,12,0,,,
12/9/38,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,4,4,0,,,
12/12/38,"Darwin, Australia",Qantas,Short S23 ??????C?????? Class flying boat,13,13,0,,,
1/7/39,"Paris, France",Swissair,Douglas DC-2-115B,5,9,0,,,
1/13/39,"Miles City, Montana",Northwest Orient Airlines,Lockheed 14-H Super Electra,4,4,0,,,
1/13/39,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,9,9,0,,,
1/18/39,"Katherine, Australia",Guinea Airways,Lockheed 14 Electra,4,4,0,,,
1/21/39,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,Short S-23 (flying boat),3,13,0,,,
2/12/39,Alaska,Marine Airways,Fairchild 71(amphibious),6,6,0,,,
2/24/39,"Near Roubien, France",Deutsche Lufthansa,Junkers JU-52/3m,10,10,0,,,
3/14/39,"Haren, Belgium",Sabena,Junkers JU-52,3,3,0,,,
3/16/39,"Manzanares, Colombia",Deutsche Lufthansa,Junkers JU-86,8,8,0,,,
3/18/39,"Near Adler, Washington",Boeing Aircraft Company,Boeing 307 Stratoliner,10,10,0,,,
3/26/39,"Oklahoma City, Oklahoma",Braniff Airlines,Douglas DC-2-112,8,12,0,,,
4/3/39,"Near Marrakech, Morocco",Air France,Caudron C.635 Simoun,9,9,0,,,
5/1/39,Mocambique,Imperial Airways,Short Empire Flying Boat,2,6,0,,,
5/2/39,"Near Marrakech, Morocco",Air France,Dewoitine D-338,9,9,0,,,
5/8/39,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,Curtiss-Wright C-14 Osprey,1,1,22,,,
6/6/39,"Schiphol, Amsterdam",KLM Royal Duch Airlines,Douglas DC-2,0,4,1,,,
6/10/39,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,Koolhoven FK.43,3,3,0,,,
7/20/39,"Konstanz, Switzerland",Swissair,Junkers JU86 Z-2,6,6,0,,,
8/4/39,"Barcelona, Spain",Deutsche Lufthansa,Junkers JU-52/3m,7,7,0,,,
8/13/39,"Rio de Janerio, Brazil",Pan American World Airways,Sikorsky S43 (flying boat),14,16,0,,,
8/15/39,"Off Copenhagen, Denmark",British Airways,Lockheed 10 Electra,5,6,0,,,
8/28/39,"Lahore, India",Indian National Airways,De Havilland D-84,2,2,0,,,
8/30/39,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-52/3m,7,7,0,,,
9/26/39,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,1,20,0,,,
11/20/39,"Gosport, England",British Airways,Airspeed Oxford,2,2,NA,,,
12/18/39,South of Gibraltar,Iberia Airlines,Junkers JU-52,10,10,0,,,
12/21/39,Off Malta-Luqa,Imperial Airways,Lockheed 14 Super Electra,5,11,0,,,
12/24/39,"Mogador, Morocco",Linee Aeree Italiane,Savoia-Marchetti SM83,7,7,0,,,
1/22/40,"Denpasar, Indonesia",KNILM,Lockheed 14 Super Electra,8,9,0,,,
2/10/40,"Near Cosenza, Italy",Ala Littoria SA,Savoia-Marchetti SM-75,10,10,0,,,
2/27/40,"Near Bucaramanga, Columbia",SCADTA,Boeing 247D,11,11,0,,,
3/1/40,Gulf of Oman,Imperial Airways,Handley Page HP-42,8,8,0,,,
3/16/40,"Stromboli Island, Italy",Aviolinee,Savoia Marchetti SM 73,5,5,0,,,
4/22/40,"Near Loch Lomond, Scotland",British Overseas Airways,Lockheed 14 Super Electra,3,3,0,,,
6/2/40,"El Segundo, California",Douglas Aircraft Company,Douglas DC-5,5,5,0,,,
6/14/40,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,Junkers JU-52/3mge,9,9,0,,,
6/20/40,"Near Ouistreham, France",Air France,Dewoitine D-338,1,1,0,,,
7/7/40,Gulf of Tonkin,Air France,Dewoitine D-338,NA,NA,NA,,,
8/9/40,"Hannover, Germany",Deutsche Lufthansa,Douglas DC-2-115H,2,13,0,,,
8/13/40,"Near Canberra, Australia",Military - Royal Australian Air Force,Lockheed Hudson A16-97,10,10,0,,,
8/23/40,"Cluj, Romania",LARES,Douglas DC-3,15,15,0,,,
8/31/40,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,Douglas DC-3,25,25,0,,,
10/29/40,"Near Changyi, China",China National Aviation Corporation,Douglas DC-2,9,14,0,,,
10/29/40,"Berlin, Germany",Deutsche Lufthansa,Douglas DC-3,2,15,0,,,
11/4/40,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,Junkers Ju-52/3m,17,17,0,,,
11/4/40,"Near Centerville, Utah",United Air Lines,Douglas DC-3,10,10,0,,,
11/8/40,"Rio de Janeiro, Brazil",VASP,Junkers Ju53/2m,18,18,0,,,
11/8/40,"Brandenburg, Germany",Deutsche Lufthansa,Junkers JU-90A-1,29,29,0,,,
11/27/40,Mediterranean Sea,Air France,Farman F-224,6,6,0,,,
12/4/40,"Chicago, Illinois",United Air Lines,Douglas DC-3A,10,16,0,,,
1/10/41,Mediterranean Sea,LATI,Savoia-Marchetti SM-83,16,16,0,,,
1/15/41,"Off  Fernando de Noronha, Brazil",LATI,Savoia-Marchetti SM-75,10,10,0,,,
1/17/41,"Near Nagyvarad, Hungary",Malert Airlines,Junkers JU-52/3m,12,16,0,,,
1/20/41,"Near Kian, China",China National Aviation Corporation,Ford 5-AT Tri-Motor,5,6,0,,,
1/23/41,"Near Robertson, Missouri",Trans Continental and Western Air,Douglas DC-3-3,2,13,0,,,
2/6/41,"Armstrong, ON, Canada",Trans Canada Air Lines,Lockheed 14-H2 Super Electra,12,12,0,,,
2/26/41,"Atlanta, Georgia",Eastern Air Lines,Douglas DC-3,9,16,0,,,
3/1/41,"Trontheim, Norway",Deutsche Lufthansa,Junkers JU-52/3m,3,12,0,,,
3/28/41,"Elands Bay, South Africa",South African Airways,Lockheed 18 Lodestar,10,10,0,,,
