Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,1997,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Sergeant,126152,67246.42,13879.55,207277.97,36828.43,13712.79,2861.87,53403.09,260681.06
Fiscal,1998,1,Public Protection,DAT District Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11633.75,69609.8,276877.7
Fiscal,2008,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11495.07,69471.12,276739.02
Fiscal,2000,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11515.56,69491.61,276759.51
Fiscal,2007,1,Public Protection,DAT District Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11522.62,69498.67,276766.57
Fiscal,2005,1,Public Protection,DAT District Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11526.5,69502.55,276770.45
Fiscal,2007,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11544.72,69520.77,276788.67
Fiscal,2006,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11401.46,69377.51,276645.41
Fiscal,2003,1,Public Protection,DAT District Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11518.66,69494.71,276762.61
Fiscal,1996,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11450.44,69426.49,276694.39
Fiscal,2001,1,Public Protection,DAT District Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11536.26,69512.31,276780.21
Fiscal,2007,6,General Administration & Finance,CAT City Attorney,Legal & Court,Assistant Chief Attorney 1,205830.4,0,1437.5,207267.9,45474.6,12501.45,11471.46,69447.51,276715.41
Fiscal,2017,1,Public Protection,POL Police,Police Services,Police Officer 3,120041.41,76374.6,10827.42,207243.43,24560.56,12588.66,3391.89,40541.11,247784.54
Fiscal,1994,1,Public Protection,POL Police,Police Services,Captain 3,205088.42,1331.78,819.63,207239.83,35539.67,13705.88,3532.3,52777.85,260017.68
Fiscal,2000,4,Community Health,DPH Public Health,Nursing,Nurse Manager,181932.06,0,25292.99,207225.05,35499.71,13765.55,11387.91,60653.17,267878.22
Fiscal,2014,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,81303.93,12059.66,207190.63,21404.03,15992.21,3494.14,40890.38,248081.01
Fiscal,1997,4,Community Health,DPH Public Health,Nursing,Nurse Manager,174791.43,0,32391.98,207183.41,34106.42,13765.55,11719.81,59591.78,266775.19
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Registered Nurse,158393.61,0,48788.45,207182.06,34916.16,13765.55,9542.57,58224.28,265406.34
Fiscal,1997,4,Community Health,DPH Public Health,Nursing,Nurse Manager,174356,0,32825.86,207181.86,33966.39,12828.16,11206.95,58001.5,265183.36
Fiscal,2004,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,111640.49,70711.23,24826.53,207178.25,28495.85,15087.97,3443.43,47027.25,254205.5
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",133514.91,56971.56,16689.34,207175.81,26511.12,16143.08,3553.71,46207.91,253383.72
Fiscal,2014,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",154059.28,40093.34,13013.73,207166.35,28717.91,13778.73,3478.29,45974.93,253141.28
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,60901.57,32437.73,207166.34,24571.32,15992.21,3542.46,44105.99,251272.33
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.74,74505.68,19946.3,207155.72,26001.69,15250.26,3351.75,44603.7,251759.42
Fiscal,2003,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,200528.67,822.63,5781.79,207133.09,36575.66,13765.55,11461.52,61802.73,268935.82
Fiscal,1998,1,Public Protection,POL Police,Police Services,Police Officer 3,121826.28,68302.08,17002.47,207130.83,21649.13,13263.98,3541.24,38454.35,245585.18
Fiscal,2004,1,Public Protection,POL Police,Police Services,Sergeant 3,140124.38,51828.74,15160.11,207113.23,24877.46,13138.25,3543.42,41559.13,248672.36
Fiscal,2001,1,Public Protection,POL Police,Police Services,Police Officer 3,121133.37,82207.41,3759.1,207099.88,21526.01,13188.55,3497.47,38212.03,245311.91
Fiscal,2004,4,Community Health,DPH Public Health,Nursing,Registered Nurse,145537.48,10712.88,50838.23,207088.59,27740.6,12546.03,10976.18,51262.81,258351.4
Fiscal,2002,1,Public Protection,POL Police,Police Services,Inspector 3,138579.11,42027.69,26481.63,207088.43,30510.62,12507.45,3501.76,46519.83,253608.26
Fiscal,2004,5,Culture & Recreation,REC Recreation & Park Commsn,Management,Dep Dir IV,207085.6,0,0,207085.6,36757.69,13765.55,19254.5,69777.74,276863.34
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132267.1,54696.64,20119.86,207083.6,26896.38,15992.21,3492.12,46380.71,253464.31
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",133632.43,46207.24,27234,207073.67,27765.54,16613.59,3476.7,47855.83,254929.5
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,206822.43,0,250,207072.43,36710.98,13765.55,11501.29,61977.82,269050.25
Fiscal,2013,4,Community Health,DPH Public Health,Medical & Dental,Physician Specialist,185466.62,0,21600,207066.62,38614.16,12516.72,10061.44,61192.32,268258.94
Fiscal,2014,1,Public Protection,FIR Fire Department,Management,Assistant Deputy Chief 2,191709.02,0,15336.72,207045.74,35764.6,11075.73,20337.48,67177.81,274223.55
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,206769.8,0,250,207019.8,36701.76,13765.55,11483.95,61951.26,268971.06
Fiscal,2003,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Radiologic Tech Sprv,140630.96,38764.44,27619.84,207015.24,25326.98,13778.73,11687.63,50793.34,257808.58
Fiscal,1993,1,Public Protection,POL Police,Police Services,Captain 3,199926.01,0,7088.03,207014.04,40792.01,12516.72,3344.2,56652.93,263666.97
Fiscal,2009,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,193336.85,3464.16,10200.5,207001.51,36926.93,13276.55,11446.5,61649.98,268651.49
Fiscal,2017,1,Public Protection,POL Police,Police Services,Lieutenant 3,163358.33,33161.96,10474.84,206995.13,28901.11,13712.81,3531.68,46145.6,253140.73
Fiscal,2001,1,Public Protection,POL Police,Police Services,Sergeant 2,145686.25,30360.02,30947.41,206993.68,25287.46,13765.54,3483.02,42536.02,249529.7
Fiscal,2002,6,General Administration & Finance,CON Controller,Management,Dep Dir V,206961.54,0,0,206961.54,36652.85,12828.14,10426.05,59907.04,266868.58
Fiscal,1996,1,Public Protection,POL Police,Police Services,Police Officer 3,109752.14,2937.93,94239.01,206929.08,22901.32,11509.63,241.09,34652.04,241581.12
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Fire Suppression",154050.4,25289.91,27584.86,206925.17,31350.23,16771.81,3461.98,51584.02,258509.19
Fiscal,2003,1,Public Protection,POL Police,Police Services,Lieutenant 3,170322.74,18657.63,17939.26,206919.63,35469.1,12522.71,426.18,48417.99,255337.62
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,130444.93,60160.14,16305.62,206910.69,25989.52,15715.72,3369.39,45074.63,251985.32
Fiscal,2013,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,130229.93,60381.82,16278.72,206890.47,29689.46,15250.27,3415.61,48355.34,255245.81
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,75415.31,18584,206889.14,22521.41,15715.72,3400.76,41637.89,248527.03
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132267.09,52085.33,22534.52,206886.94,27322.55,15992.21,3537.74,46852.5,253739.44
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Nurse Manager,167528.7,0,39338.2,206866.9,40111.44,12516.72,10641.75,63269.91,270136.81
Fiscal,2003,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.75,76087.77,18071.54,206863.06,25609.62,15250.26,3427.66,44287.54,251150.6
Fiscal,1997,1,Public Protection,POL Police,Police Services,Sergeant 3,140249.54,52445.13,14153.9,206848.57,30876.28,12507.45,3452.92,46836.65,253685.22
Fiscal,2000,1,Public Protection,POL Police,Police Services,Police Officer 3,129932.25,59645.32,17270.54,206848.11,22568.4,13772.13,3537.21,39877.74,246725.85
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.07,57156.54,18729.09,206846.7,30075.63,15250.27,3456.97,48782.87,255629.57
Fiscal,2017,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,196986.57,0,9849.65,206836.22,43063.3,12522.72,10477,66063.02,272899.24
Fiscal,2015,1,Public Protection,POL Police,Police Services,Lieutenant 3,161472.95,16542.48,28811.65,206827.08,35522.57,12561.33,397.91,48481.81,255308.89
Fiscal,2000,1,Public Protection,POL Police,Police Services,Captain 3,205981.22,0,823.19,206804.41,35694.36,13765.53,3519.08,52978.97,259783.38
Fiscal,2014,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Dep Dir IV,206761.66,0,0,206761.66,45363.53,12501.45,24527.88,82392.86,289154.52
Fiscal,2009,6,General Administration & Finance,TTX Treasurer/Tax Collector,Management,Dep Dir IV,206756.59,0,0,206756.59,36616.69,12828.16,10731.38,60176.23,266932.82
Fiscal,2009,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,206500.34,0,250,206750.34,36653.81,13329.37,10982.47,60965.65,267715.99
Fiscal,2008,1,Public Protection,POL Police,Police Services,Sergeant 2,138048.4,50982.7,17717.34,206748.44,24511.46,13188.54,3538.28,41238.28,247986.72
Fiscal,2017,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",136507.64,44596.05,25643.33,206747.02,34873.19,14465.29,3504.41,52842.89,259589.91
Fiscal,2006,1,Public Protection,POL Police,Police Services,Sergeant 3,142757.13,35905.05,28081.84,206744.02,24782.07,13772.14,3461.82,42016.03,248760.05
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.04,55971.17,19803.57,206735.78,32269.25,15231.67,3435.9,50936.82,257672.6
Fiscal,2001,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131177.21,56858.94,18673.17,206709.32,26512.72,15715.72,3372.22,45600.66,252309.98
Fiscal,2010,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,131458.47,58806.43,16439.19,206704.09,29987.94,15394.13,3336.58,48718.65,255422.74
Fiscal,2010,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,101897.94,89649.99,15153.73,206701.66,31042.08,13355.8,3537.14,47935.02,254636.68
Fiscal,2006,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,74142.09,19662.16,206694.08,22491.86,15715.72,3524.66,41732.24,248426.32
Fiscal,1998,4,Community Health,DPH Public Health,Nursing,Registered Nurse,159087.67,1045.1,46541.51,206674.28,34596.31,13712.8,10390.63,58699.74,265374.02
Fiscal,2009,1,Public Protection,POL Police,Police Services,Police Officer 3,121170.5,65051.03,20445.25,206666.78,25953.09,12199.01,425.87,38577.97,245244.75
Fiscal,1993,1,Public Protection,POL Police,Police Services,Sergeant 3,142896.84,44420.73,19340.26,206657.83,29784.71,12522.72,3409.96,45717.39,252375.22
Fiscal,2012,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,148582.34,22285.83,35768.45,206636.62,38013.97,12453.56,11361.89,61829.42,268466.04
Fiscal,2011,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",129941.79,53628.99,23064.7,206635.48,27097.5,15567.7,3452.35,46117.55,252753.03
Fiscal,2003,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Sergeant,111819.63,67189.09,27621.83,206630.55,25191.63,12468.77,3408.28,41068.68,247699.23
Fiscal,2004,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager VIII,206612.49,0,0,206612.49,45330.73,12501.45,24705.86,82538.04,289150.53
Fiscal,2006,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager VIII,206612.44,0,0,206612.44,45330.7,12501.45,19784.01,77616.16,284228.6
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,75112.4,18608.69,206610.92,22393.95,15715.72,3480.61,41590.28,248201.2
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131555.33,58419.59,16631.93,206606.85,26155.13,15906.16,3544.32,45605.61,252212.46
Fiscal,2013,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,103224.04,85552.95,17823.25,206600.24,21924.5,12516.73,3323.04,37764.27,244364.51
Fiscal,2012,4,Community Health,DPH Public Health,Nursing,Nurse Manager,174791.42,0,31787.36,206578.78,34106.42,13765.55,11657.48,59529.45,266108.23
Fiscal,2000,4,Community Health,DPH Public Health,Nursing,Nurse Manager,174356.04,0,32222.37,206578.41,33966.4,12828.16,11120.69,57915.25,264493.66
Fiscal,2005,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,159153.6,5727.51,41684.35,206565.46,33918.77,13673.25,11216.58,58808.6,265374.06
Fiscal,2001,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Supervisory-Labor & Trade,Automotive Trnst Shop Sprv 1,130731.3,67904.93,7915.92,206552.15,23353.11,14240.22,12717.99,50311.32,256863.47
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.73,75509.19,18319.64,206532.56,25595.58,15250.25,3308.4,44154.23,250686.79
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",129725.55,60588.08,16215.81,206529.44,29590,15106.38,3524.9,48221.28,254750.72
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,180157.63,12544.69,13810.97,206513.29,33759.01,12747.63,11415.41,57922.05,264435.34
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,131535.7,62236.2,12728.65,206500.55,24623.2,15992.21,3481.7,44097.11,250597.66
Fiscal,1993,1,Public Protection,POL Police,Police Services,Captain 3,200692,0,5801.32,206493.32,35688.61,12926.84,3303.09,51918.54,258411.86
Fiscal,2000,4,Community Health,DPH Public Health,Nursing,Nurse Manager,188801.42,0,17687.2,206488.62,36530.11,12651.39,8793.22,57974.72,264463.34
Fiscal,2009,4,Community Health,DPH Public Health,Nursing,Nurse Manager,205560.75,0,910,206470.75,36648.5,13765.55,11510.98,61925.03,268395.78
Fiscal,1994,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,184579.2,0,21888.96,206468.16,40350.86,12516.73,10784.72,63652.31,270120.47
Fiscal,1998,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Eng/Arch/Landscape Arch Sr,206465.05,0,0,206465.05,37432.2,13175.99,11749.81,62358,268823.05
Fiscal,2007,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Engineer,206465.03,0,0,206465.03,37432.19,13175.97,11525.41,62133.57,268598.6
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132196.54,49322,24943.5,206462.04,33722.27,15375.37,3408.37,52506.01,258968.05
Fiscal,2006,1,Public Protection,POL Police,Police Services,Inspector 3,146238.74,52130.18,8087.7,206456.62,25887.77,13772.13,3473.79,43133.69,249590.31
Fiscal,2001,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,100307.06,86415.96,19733.31,206456.33,30226.24,13125.68,3506.69,46858.61,253314.94
Fiscal,2004,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Supervisory-Labor & Trade,Transit Power Line Sprv1,113348.13,91735.59,1360.32,206444.04,20550.12,13078.47,12495.29,46123.88,252567.92
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Fire Suppression",149531.76,29676.72,27211.76,206420.24,35627.54,15250.26,3274.64,54152.44,260572.68
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,197892.05,8267.39,250,206409.44,35877.9,13175.97,11605.75,60659.62,267069.06
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,204455.61,1694.17,250,206399.78,37067.78,13201.12,11701.77,61970.67,268370.45
Fiscal,2005,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Lieutenant,139555.3,41529.33,25302.12,206386.75,38055.03,13144.78,2724.44,53924.25,260311
Fiscal,1994,6,General Administration & Finance,TTX Treasurer/Tax Collector,Management,Dep Dir IV,206371.55,0,0,206371.55,37415.14,13175.98,30869.09,81460.21,287831.76
Fiscal,2016,6,General Administration & Finance,TTX Treasurer/Tax Collector,Management,Dep Dir IV,206371.55,0,0,206371.55,37415.14,13175.97,22958.85,73549.96,279921.51
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.02,55149.7,20260.15,206370.87,30522.34,15250.26,3341.68,49114.28,255485.15
Fiscal,1992,1,Public Protection,SHF Sheriff,Legal & Court,Chief Atty1 (Civil & Criminal),205120.5,0,1250,206370.5,42966.4,12516.72,11028.57,66511.69,272882.19
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.76,73954.58,19707.16,206365.5,25981.96,15250.26,3364.23,44596.45,250961.95
Fiscal,2007,4,Community Health,DPH Public Health,Medical & Dental,Supervising Physician Spec,198673.2,0,7680,206353.2,41363.8,12516.73,10898.86,64779.39,271132.59
Fiscal,2007,1,Public Protection,FIR Fire Department,Public Safety Inspection,Fire Safety Inspector 2,135118.5,63115.25,8107.11,206340.86,31582.31,12513.43,12050.69,56146.43,262487.29
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,134820.6,55731.66,15772.04,206324.3,26579.65,15416.19,3491.61,45487.45,251811.75
